title,date,category
Rational cohomology of the moduli space of trigonal curves of genus 5,2020-07-23 17:31:10+00:00,math.AG
Generalized 331 models,2020-08-04 01:37:43+00:00,hep-ph
A Whitney type theorem for surfaces: characterising graphs with locally planar embeddings,2020-08-07 07:49:21+00:00,math.CO
Uniqueness of Hypersurfaces of Constant Higher Order Mean Curvature in Hyperbolic Space,2020-08-25 13:55:13+00:00,math.DG
Graph Learning for Combinatorial Optimization: A Survey of State-of-the-Art,2020-08-26 09:56:30+00:00,cs.LG
Scattering of radial solutions for quadratic-type Schrödinger systems in dimension five,2020-08-28 14:58:28+00:00,math.AP
Lipschitz stable determination of polygonal conductivity inclusions in a layered medium from the Dirichlet to Neumann map,2020-08-29 09:58:58+00:00,math.AP
"Matrices, Bratteli Diagrams and Hopf-Galois Extensions",2020-09-03 10:48:40+00:00,math.QA
Strong Hanani-Tutte for the Torus,2020-09-01 21:19:22+00:00,cs.DM
"Rewriting systems, plain groups, and geodetic graphs",2020-09-07 04:27:06+00:00,math.GR
Visualizing the Kinematics of Planet Formation,2020-09-09 15:09:02+00:00,astro-ph.EP
Surprising circles in Morse boundaries of right-angled Coxeter groups,2020-09-14 19:49:43+00:00,math.GT
On Gluing CFT Correlators to Higher-Spin Amplitudes in AdS,2020-09-21 18:13:14+00:00,hep-th
"Heights, Regulators and Schinzel's determinant inequality, II",2020-09-22 23:28:49+00:00,math.NT
The importance of fillers for text representations of speech transcripts,2020-09-23 19:03:58+00:00,cs.CL
A Reverse Isoperimetric Inequality and its Application to the Gradient Flow of the Helfrich Functional,2020-09-25 14:42:42+00:00,math.AP
A note on sharp weighted bound for Haar shift and multiplier,2020-10-07 14:09:48+00:00,math.CA
The Lawson surfaces are determined by their symmetries and topology,2020-10-19 10:43:40+00:00,math.DG
Basket Recommendation with Multi-Intent Translation Graph Neural Network,2020-10-22 03:52:00+00:00,cs.IR
A Differentially Private Text Perturbation Method Using a Regularized Mahalanobis Metric,2020-10-22 23:06:44+00:00,cs.CL
Co-embedding of Nodes and Edges with Graph Neural Networks,2020-10-25 22:39:31+00:00,cs.LG
On the embedding of Gamma-semigroup amalgam,2020-10-29 08:07:29+00:00,math.GR
Optimizing embedding-related quantum annealing parameters for reducing hardware bias,2020-11-02 04:13:51+00:00,quant-ph
Ancient finite entropy flows by powers of curvature in $\mathbb{R}^2$,2020-11-05 03:30:38+00:00,math.DG
The non-orientable 4-genus for knots with 10 crossings,2020-11-06 17:20:05+00:00,math.GT
Rectangular diagrams of surfaces: the basic moves,2020-11-10 09:26:01+00:00,math.GT
Cyclic quadrilaterals and smooth Jordan curves,2020-11-10 16:14:43+00:00,math.GT
Small extensions of abelian ordered groups,2020-11-02 11:02:26+00:00,math.AC
Amphichiral knots with large 4-genus,2020-11-18 15:32:14+00:00,math.GT
Sarkisov links for index 1 Fano 3-folds in codimension 4,2020-11-24 17:01:00+00:00,math.AG
Images of integration operators in weighted function spaces,2020-11-30 16:54:33+00:00,math.FA
Fully Algebraic and Self-consistent Effective Dynamics in a Static Quantum Embedding,2020-12-10 17:27:43+00:00,cond-mat.str-el
Periocular Embedding Learning with Consistent Knowledge Distillation from Face,2020-12-12 07:12:21+00:00,cs.CV
Paper Moebius bands with T Patterns,2020-12-13 03:58:17+00:00,math.MG
$SO(2)$ symmetry of the translating solitons of the mean curvature flow in $\mathbb{R}^4$,2020-12-16 23:30:47+00:00,math.DG
Tribracket Polynomials,2021-03-03 21:50:16+00:00,math.GT
Moments of Markovian growth-collapse processes,2021-03-08 10:05:04+00:00,math.PR
Compression of Solar Spectroscopic Observations: a Case Study of Mg II k Spectral Line Profiles Observed by NASA's IRIS Satellite,2021-03-12 16:12:14+00:00,astro-ph.SR
Efficient Randomized Subspace Embeddings for Distributed Optimization under a Communication Budget,2021-03-13 00:04:11+00:00,cs.LG
Some generalizations of Satoh's Tube map,2021-03-15 23:40:04+00:00,math.GT
"Intermediate spaces, Gaussian probabilities and exponential tightness",2021-03-19 11:56:53+00:00,math.PR
PatentSBERTa: A Deep NLP based Hybrid Model for Patent Distance and Classification using Augmented SBERT,2021-03-22 15:23:19+00:00,cs.LG
Hierarchical Hyperedge Embedding-based Representation Learning for Group Recommendation,2021-03-24 22:26:27+00:00,cs.IR
Symmetric Hochschild cohomology of twisted group algebras,2021-03-25 09:18:34+00:00,math.KT
Rotational symmetry of uniformly 3-convex translating solitons of mean curvature flow in higher dimensions,2021-03-30 14:23:00+00:00,math.DG
Fine-Grained Fashion Similarity Prediction by Attribute-Specific Embedding Learning,2021-04-06 11:26:38+00:00,cs.CV
Joint Program and Layout Transformations to enable Convolutional Operators on Specialized Hardware based on Constraint Programming,2021-04-10 10:39:47+00:00,cs.DC
Signed Distance Function Computation from an Implicit Surface,2021-04-16 12:06:53+00:00,cs.GR
DisCo: Remedy Self-supervised Learning on Lightweight Models with Distilled Contrastive Learning,2021-04-19 08:22:52+00:00,cs.CV
Engineering the Collapse of Lifetime Distribution of Nitrogen-Vacancy Centers in Nanodiamonds,2021-04-19 23:02:04+00:00,physics.optics
Hybrid Encoder: Towards Efficient and Precise Native AdsRecommendation via Hybrid Transformer Encoding Networks,2021-04-22 08:42:07+00:00,cs.IR
Numerical Semigroups with unique Apéry expansions,2021-04-23 08:29:25+00:00,math.AC
On Critical Kirchhoff problems driven by the fractional Laplacian,2021-04-23 13:52:14+00:00,math.AP
Sobolev embeddings for Fractional Hajłasz-Sobolev spaces in the setting of rearrangement invariant spaces,2021-04-26 06:27:57+00:00,math.FA
Syzygies of $\mathbb{P}^{1}\times \mathbb{P}^{1}$: data and conjectures,2021-04-29 18:38:17+00:00,math.AC
Reinforcement Learning for Scalable Logic Optimization with Graph Neural Networks,2021-05-04 20:51:54+00:00,cs.LG
Bismut-Cheeger eta form and higher spectral flow,2021-05-05 08:33:10+00:00,math.DG
The Hopf-Lax formula for multiobjective costs with non-constant discount via set optimization,2021-05-05 16:11:55+00:00,math.OC
Least-energy nodal solutions of nonlinear equations with fractional Orlicz-Sobolev spaces,2021-05-07 16:29:56+00:00,math.AP
A dichotomy for countable unions of smooth Borel equivalence relations,2021-05-11 23:20:14+00:00,math.LO
"On the motive of codimension 2 linear sections of $\hbox{Gr}(3,6)$",2021-05-14 14:31:48+00:00,math.AG
Neighbourhood semantics for graded modal logic,2021-05-19 15:29:27+00:00,math.LO
Infinite flags and Schubert polynomials,2021-05-24 16:51:42+00:00,math.AG
On the embedding of left-symmetric algebras into differential perm-algebras,2021-06-01 10:18:16+00:00,math.RA
Nitsche's Finite Element Method for Model Coupling in Elasticity,2021-06-02 14:11:27+00:00,math.NA
On Lyubeznik type invariants,2021-06-08 15:40:53+00:00,math.AG
Learning Based Proximity Matrix Factorization for Node Embedding,2021-06-10 03:29:15+00:00,cs.LG
Measurable cardinals and choiceless axioms,2021-06-10 17:03:08+00:00,math.LO
Hotel Recognition via Latent Image Embedding,2021-06-15 10:52:07+00:00,cs.CV
On Reflection Representations of Coxeter Groups over Non-Commutative Rings,2021-07-04 03:28:24+00:00,math.RT
Smooth Fano four folds in Gorenstein formats,2021-07-08 09:37:48+00:00,math.AG
"Corks, covers, and complex curves",2021-07-14 17:21:45+00:00,math.GT
A note on PL-disks and rationally slice knots,2021-07-19 17:06:21+00:00,math.GT
MIPO: Mutual Integration of Patient Journey and Medical Ontology for Healthcare Representation Learning,2021-07-20 07:04:52+00:00,cs.AI
Semantic Reasoning with Differentiable Graph Transformations,2021-07-20 15:48:54+00:00,cs.AI
New Algebraic Normative Theories for Ethical and Legal Reasoning in the LogiKEy Framework,2021-07-25 16:33:07+00:00,cs.AI
Bumpy Metrics Theorem for Geodesic Nets,2021-07-26 19:23:20+00:00,math.DG
Reinhardt cardinals in inner models,2021-07-28 01:18:39+00:00,math.LO
A characteristic-index inequality for closed embeddings of locally compact groups,2021-07-31 23:30:25+00:00,math.GR
Exploring black holes,2021-07-20 02:22:04+00:00,physics.pop-ph
On The Discrete Morse Functions for Hypergraphs,2021-08-05 05:31:37+00:00,math.CO
Putting RDF2vec in Order,2021-08-11 15:27:55+00:00,cs.LG
Logical aspects of quantum structures,2021-08-22 18:54:29+00:00,quant-ph
Best $n$-term approximation of diagonal operators and application to function spaces with mixed smoothness,2021-08-30 03:11:40+00:00,math.FA
"Some model theory of $\operatorname{Th}(\mathbb{N},\cdot)$",2021-09-02 17:55:48+00:00,math.LO
Reduction principle for Gaussian $K$-inequality,2021-09-07 12:50:40+00:00,math.FA
Tableau evacuation and webs,2021-09-10 16:51:47+00:00,math.CO
Malliavin-Stein method for the multivariate compound Hawkes process,2021-09-16 06:48:29+00:00,math.PR
The Variety of Projection of a Tree-Prikry Forcing,2021-09-19 06:08:55+00:00,math.LO
Extending Bootstrap AMG for Clustering of Attributed Graphs,2021-09-20 08:37:03+00:00,cs.LG
Van Kampen-Flores theorem for cell complexes,2021-09-21 02:25:58+00:00,math.AT
Simple closed curves in stable covers of surfaces,2021-09-27 19:03:18+00:00,math.GT
A multi-stage semi-supervised improved deep embedded clustering method for bearing fault diagnosis under the situation of insufficient labeled samples,2021-09-28 06:49:40+00:00,cs.LG
Vertex electrical model: lagrangian and non-negative properties,2021-10-03 06:19:26+00:00,math-ph
The weak Ramsey property and extreme amenability,2021-10-04 20:05:51+00:00,math.LO
Surgeries on Iterated Torus Knots Bounding Rational Homology 4-Balls,2021-10-11 17:52:33+00:00,math.GT
BI-RADS BERT & Using Section Segmentation to Understand Radiology Reports,2021-10-14 17:25:49+00:00,cs.CL
Interdimensionality,2021-10-19 16:23:29+00:00,physics.gen-ph
On Geometric Connections of Embedded and Quotient Geometries in Riemannian Fixed-rank Matrix Optimization,2021-10-23 03:13:56+00:00,math.OC
Positive recurrence of a solution of an SDE with variable switching intensities,2021-10-30 13:34:56+00:00,math.PR
Topics on Fermi varieties of discrete periodic Schrödinger operators,2021-11-01 16:16:35+00:00,math-ph
Hepatic vessel segmentation based on 3D swin-transformer with inductive biased multi-head self-attention,2021-11-05 10:17:08+00:00,eess.IV
Wasserstein Adversarially Regularized Graph Autoencoder,2021-11-09 08:03:51+00:00,cs.LG
The invariance of knot lattice homology,2021-11-09 16:09:59+00:00,math.GT
"Linear, or Non-Linear, That is the Question!",2021-11-14 07:56:10+00:00,cs.IR
DeBERTaV3: Improving DeBERTa using ELECTRA-Style Pre-Training with Gradient-Disentangled Embedding Sharing,2021-11-18 06:48:00+00:00,cs.CL
Ribbon Homology Cobordisms and Link Floer Homology,2021-11-18 19:39:03+00:00,math.GT
MURAL: An Unsupervised Random Forest-Based Embedding for Electronic Health Record Data,2021-11-19 22:02:21+00:00,cs.LG
Mean width inequalities of sections and projections for isotropic measures,2021-11-21 03:46:42+00:00,math.MG
On the Equivalence of the Newton-Raphson Algorithm and PDE of Conservation of Electric Charge,2021-11-22 06:24:22+00:00,math.NA
ALMA observations of NGC 6334S. II. Subsonic and Transonic Narrow Filaments in a High-mass Star Formation Cloud,2021-11-24 16:10:30+00:00,astro-ph.GA
Universal equations for isotropic Grassmannians,2021-11-25 17:05:58+00:00,math.AG
A canonical bracket for open gravitational system,2021-11-29 17:50:50+00:00,hep-th
Nonplanar minimal spheres in ellipsoids of revolution,2021-11-29 22:27:27+00:00,math.DG
Computing the vertex connectivity of a locally maximal 1-plane graph in linear time,2021-12-12 19:27:43+00:00,math.CO
Characteristic curves for set-valued Hamilton-Jacobi equations,2022-01-04 16:26:20+00:00,math.AP
The oscillating random walk on $\mathbb{Z}$,2022-01-05 09:35:12+00:00,math.PR
Geodesic nets on flat spheres,2022-01-13 01:41:51+00:00,math.DG
"Almost-Riemannian Structures on nonnilpotent, solvable 3D Lie groups",2022-01-17 14:10:04+00:00,math.OC
Do the majority of stars form as gravitationally unbound?,2022-01-17 19:00:02+00:00,astro-ph.GA
A Survey on Visual Transfer Learning using Knowledge Graphs,2022-01-27 20:19:55+00:00,cs.CV
Absolutely Continuous Spectrum For Schrödinger Operators With Random Decaying Matrix Potentials on The Strip,2022-02-07 04:43:26+00:00,math-ph
The real equiangular tight frames obtained from rank $3$ graphs,2022-02-20 16:47:44+00:00,math.CO
Approximate Nearest Neighbor Search under Neural Similarity Metric for Large-Scale Recommendation,2022-02-14 07:55:57+00:00,cs.IR
Darwin Among the Cryptocurrencies,2022-02-21 16:26:38+00:00,q-fin.PM
Chern characters for curved dg-algebras,2022-02-23 10:33:54+00:00,math.AG
Operadic approach to HNN-extensions of Leibniz algebras,2022-03-11 07:02:28+00:00,math.RA
Kernel Proposal Network for Arbitrary Shape Text Detection,2022-03-12 11:02:32+00:00,cs.CV
Star formation in two irradiated globules around Cygnus OB2,2022-03-15 04:34:16+00:00,astro-ph.SR
An inverse problem for the Riemannian minimal surface equation,2022-03-17 11:32:14+00:00,math.AP
Smooth Knot Limit Sets of the Complex Hyperbolic Plane,2022-03-20 14:52:10+00:00,math.GT
Existence and multiplicity of solutions to Dirichlet problem for semilinear subelliptic equation with a free perturbation,2022-03-24 03:00:33+00:00,math.AP
Diffeomorphisms of 4-manifolds with boundary and exotic embeddings,2022-03-28 16:30:26+00:00,math.GT
Sobolev spaces on arbitrary domains and semigroups generated by fractional Laplacian,2022-03-29 00:31:48+00:00,math.FA
Equivalent birational embedding IV: reduced varieties,2022-03-29 15:05:48+00:00,math.AG
The restriction problem on the ellipsoid,2022-03-30 04:35:22+00:00,math.AP
Uniform solvability for families of linear systems on time scales,2022-03-30 13:20:29+00:00,math.DS
The minimal dimension of a sphere with an equivariant embedding of the bouquet of $g$ circles is $2g-1$,2022-03-31 06:31:28+00:00,math.GT
Images of Embedded Jovian Planet Formation At A Wide Separation Around AB Aurigae,2022-04-01 18:00:00+00:00,astro-ph.EP
Algebraicity of L-values attached to Quaternionic Modular Forms,2022-04-04 10:21:36+00:00,math.NT
The average Euler-genus of the vertex-amalgamation of signed graphs,2022-04-14 14:23:33+00:00,math.CO
Special cycles for Shtukas are closed,2022-04-23 02:39:41+00:00,math.AG
On a class of interpolation inequalities on the 2D sphere,2022-04-26 16:14:23+00:00,math.AP
From Hyperbolic Geometry Back to Word Embeddings,2022-04-26 17:52:59+00:00,cs.CL
Besov regularity in non-linear generalized functions,2022-04-27 15:38:56+00:00,math.FA
LIDER: An Efficient High-dimensional Learned Index for Large-scale Dense Passage Retrieval,2022-05-02 15:15:41+00:00,cs.IR
Non-uniqueness of curve shortening flow,2022-05-06 18:30:53+00:00,math.DG
Curves intersecting in a circuit pattern,2022-05-07 09:45:51+00:00,math.GT
Using dependency parsing for few-shot learning in distributional semantics,2022-05-12 15:45:10+00:00,cs.CL
The inverse Galois problem for connected algebraic groups,2022-05-17 06:36:45+00:00,math.AG
Radius and Convolution problems of analytic functions involving Semigroup Generators,2022-05-22 08:50:53+00:00,math.CV
Tyger: Task-Type-Generic Active Learning for Molecular Property Prediction,2022-05-23 12:56:12+00:00,cs.LG
Poisson geometry around Poisson submanifolds,2022-05-23 16:47:50+00:00,math.SG
On the possibility of a novel (A)dS/CFT relationship emerging in Asymptotic Safety,2022-05-24 12:29:22+00:00,hep-th
Stratified Hilbert Modules on Bounded Symmetric Domains,2022-05-25 08:04:24+00:00,math.FA
A distance comparison principle for curve flows with a global forcing term,2022-05-26 16:16:41+00:00,math.DG
RoSGAS: Adaptive Social Bot Detection with Reinforced Self-Supervised GNN Architecture Search,2022-06-14 11:12:02+00:00,cs.SI
Upper and lower bounds on the filling radius,2022-06-16 09:37:04+00:00,math.DG
Some rigidity results on compact hypersurfaces with capillary boundary in Hyperbolic space,2022-06-18 00:26:59+00:00,math.DG
Numerical Semigroups with unique Apery expansions II,2022-06-22 11:49:49+00:00,math.AC
Heterogeneous Graph Neural Networks for Software Effort Estimation,2022-06-22 12:46:02+00:00,cs.SE
